accuracy,loss,val_accuracy,val_loss,learning_rate
0.2573189437389374,3.1724226474761963,0.190769225358963,3.4034366607666016,0.0010000000474974513
0.6448382139205933,1.593214511871338,0.19384615123271942,3.185746669769287,0.0010000000474974513
0.7619414329528809,1.0196112394332886,0.08923076838254929,2.9340648651123047,0.0010000000474974513
0.8020030856132507,0.8106492161750793,0.14153845608234406,2.6673099994659424,0.0010000000474974513
0.8043143153190613,0.6846296787261963,0.17538461089134216,2.461458444595337,0.0010000000474974513
0.8335901498794556,0.5408856868743896,0.35692307353019714,2.084012746810913,0.0010000000474974513
0.8728813529014587,0.4605530798435211,0.48307693004608154,1.6469073295593262,0.0010000000474974513
0.866718053817749,0.4282343089580536,0.7476922869682312,1.1640326976776123,0.0010000000474974513
0.8728813529014587,0.38508662581443787,0.7938461303710938,0.803814709186554,0.0010000000474974513
0.8898305296897888,0.3541957139968872,0.8523076772689819,0.6108459234237671,0.0010000000474974513
0.8944529891014099,0.3495714068412781,0.8646153807640076,0.498678058385849,0.0010000000474974513
0.8913713693618774,0.3055150508880615,0.9230769276618958,0.35311153531074524,0.0010000000474974513
0.9052388072013855,0.29857146739959717,0.9230769276618958,0.2677513360977173,0.0010000000474974513
0.8975346684455872,0.28547370433807373,0.9292307496070862,0.23552703857421875,0.0010000000474974513
0.9052388072013855,0.25675955414772034,0.944615364074707,0.21210870146751404,0.0010000000474974513
0.9144838452339172,0.2616177499294281,0.9169231057167053,0.24856379628181458,0.0010000000474974513
0.9083204865455627,0.2838575541973114,0.9323077201843262,0.22766055166721344,0.0010000000474974513
0.9052388072013855,0.31058546900749207,0.9292307496070862,0.2822374999523163,0.0010000000474974513
0.9214175939559937,0.23636089265346527,0.9169231057167053,0.2339659035205841,0.0010000000474974513
0.9036979675292969,0.2513105869293213,0.947692334651947,0.164541557431221,0.0010000000474974513
0.9152542352676392,0.24311022460460663,0.9292307496070862,0.21943999826908112,0.0010000000474974513
0.9268105030059814,0.2208852916955948,0.926153838634491,0.23057180643081665,0.0010000000474974513
0.919876754283905,0.24797704815864563,0.944615364074707,0.19361206889152527,0.0010000000474974513
0.929121732711792,0.21138432621955872,0.944615364074707,0.17083029448986053,0.0010000000474974513
0.9106317162513733,0.23497557640075684,0.9630769491195679,0.17086303234100342,0.0010000000474974513
0.9329738020896912,0.1909857839345932,0.9599999785423279,0.15460824966430664,0.00020000000949949026
0.9322034120559692,0.18344086408615112,0.9661538600921631,0.15050840377807617,0.00020000000949949026
0.9453004598617554,0.16490522027015686,0.9661538600921631,0.14927548170089722,0.00020000000949949026
0.9429892301559448,0.17575111985206604,0.9599999785423279,0.14483007788658142,0.00020000000949949026
0.9453004598617554,0.15379488468170166,0.9630769491195679,0.1514594554901123,0.00020000000949949026
0.9329738020896912,0.16301721334457397,0.9661538600921631,0.142214834690094,0.00020000000949949026
0.946841299533844,0.15115180611610413,0.9599999785423279,0.14266540110111237,0.00020000000949949026
0.9406779408454895,0.15914484858512878,0.9692307710647583,0.14345425367355347,0.00020000000949949026
0.9437596201896667,0.16750602424144745,0.9692307710647583,0.15385517477989197,0.00020000000949949026
0.9414483904838562,0.15516303479671478,0.9661538600921631,0.14802755415439606,0.00020000000949949026
0.9445300698280334,0.15860359370708466,0.9661538600921631,0.1473175287246704,0.00020000000949949026
0.9483821392059326,0.17117223143577576,0.9661538600921631,0.14497381448745728,4.0000002627493814e-05
0.9453004598617554,0.15274401009082794,0.9661538600921631,0.14315633475780487,4.0000002627493814e-05
0.9453004598617554,0.14880062639713287,0.9661538600921631,0.14169062674045563,4.0000002627493814e-05
0.9537750482559204,0.13087816536426544,0.9661538600921631,0.1411208212375641,4.0000002627493814e-05
0.9437596201896667,0.14450174570083618,0.9661538600921631,0.13995374739170074,4.0000002627493814e-05
0.9460708498954773,0.14804548025131226,0.9661538600921631,0.13880127668380737,4.0000002627493814e-05
0.9445300698280334,0.17123135924339294,0.9661538600921631,0.1403331309556961,4.0000002627493814e-05
0.9591679573059082,0.1333552896976471,0.9661538600921631,0.14048734307289124,4.0000002627493814e-05
0.9545454382896423,0.13199551403522491,0.9661538600921631,0.1394907385110855,4.0000002627493814e-05
0.9437596201896667,0.14625456929206848,0.9692307710647583,0.1385256052017212,4.0000002627493814e-05
0.9422187805175781,0.15022550523281097,0.9692307710647583,0.13737982511520386,4.0000002627493814e-05
0.9537750482559204,0.13844726979732513,0.9661538600921631,0.13710887730121613,4.0000002627493814e-05
0.9414483904838562,0.14595869183540344,0.9661538600921631,0.13701696693897247,4.0000002627493814e-05
0.9522342085838318,0.13729684054851532,0.9692307710647583,0.13751284778118134,4.0000002627493814e-05
0.9537750482559204,0.12247641384601593,0.9692307710647583,0.1367688775062561,4.0000002627493814e-05
0.9483821392059326,0.1382438689470291,0.9661538600921631,0.13667571544647217,4.0000002627493814e-05
0.9499229788780212,0.13167184591293335,0.9661538600921631,0.13681592047214508,4.0000002627493814e-05
0.9460708498954773,0.1488875150680542,0.9661538600921631,0.1369265466928482,4.0000002627493814e-05
0.9576271176338196,0.12501651048660278,0.9661538600921631,0.13720838725566864,4.0000002627493814e-05
0.9422187805175781,0.15933026373386383,0.9692307710647583,0.1368834674358368,4.0000002627493814e-05
0.9514638185501099,0.13562338054180145,0.9661538600921631,0.1365460604429245,8.000000889296643e-06
0.9499229788780212,0.14905425906181335,0.9692307710647583,0.13692639768123627,8.000000889296643e-06
0.9522342085838318,0.13680921494960785,0.9692307710647583,0.1364583820104599,8.000000889296643e-06
0.938366711139679,0.15117964148521423,0.9692307710647583,0.1363525539636612,8.000000889296643e-06
0.9391371607780457,0.15707534551620483,0.9692307710647583,0.1360613852739334,8.000000889296643e-06
0.955315887928009,0.12843014299869537,0.9692307710647583,0.13636142015457153,8.000000889296643e-06
0.9537750482559204,0.12505163252353668,0.9661538600921631,0.1363261193037033,8.000000889296643e-06
0.9514638185501099,0.13497108221054077,0.9661538600921631,0.1361086517572403,8.000000889296643e-06
0.9514638185501099,0.13045206665992737,0.9661538600921631,0.13626694679260254,8.000000889296643e-06
0.9514638185501099,0.1392829865217209,0.9661538600921631,0.13619787991046906,8.000000889296643e-06
0.946841299533844,0.1570989191532135,0.9692307710647583,0.13619400560855865,1.6000001323845936e-06
0.9545454382896423,0.12539276480674744,0.9661538600921631,0.135979562997818,1.6000001323845936e-06
0.9599383473396301,0.13135625422000885,0.9661538600921631,0.13595062494277954,1.6000001323845936e-06
