accuracy,loss,val_accuracy,val_loss,learning_rate
0.9545454382896423,0.14155809581279755,0.9692307710647583,0.13582606613636017,1.6000001323845936e-06
0.9483821392059326,0.15295754373073578,0.9661538600921631,0.13562852144241333,1.6000001323845936e-06
0.9506933689117432,0.13134317100048065,0.9661538600921631,0.13550154864788055,1.6000001323845936e-06
0.9437596201896667,0.14101377129554749,0.9661538600921631,0.13559482991695404,1.6000001323845936e-06
0.9530045986175537,0.12819547951221466,0.9692307710647583,0.13553568720817566,1.6000001323845936e-06
0.9476116895675659,0.1392824351787567,0.9692307710647583,0.13552908599376678,1.6000001323845936e-06
0.9506933689117432,0.12593992054462433,0.9692307710647583,0.13516204059123993,1.6000001323845936e-06
0.9576271176338196,0.12879526615142822,0.9692307710647583,0.1353503167629242,1.6000001323845936e-06
0.9483821392059326,0.14784203469753265,0.9692307710647583,0.13546191155910492,1.6000001323845936e-06
0.9499229788780212,0.12319531291723251,0.9692307710647583,0.13569499552249908,1.6000001323845936e-06
0.9476116895675659,0.14256063103675842,0.9692307710647583,0.13582128286361694,1.6000001323845936e-06
0.9437596201896667,0.14401403069496155,0.9692307710647583,0.1355600208044052,1.6000001323845936e-06
0.9506933689117432,0.13781620562076569,0.9692307710647583,0.13551248610019684,3.200000264769187e-07
0.9530045986175537,0.12565411627292633,0.9692307710647583,0.13558265566825867,3.200000264769187e-07
0.9607087969779968,0.12834866344928741,0.9692307710647583,0.1356705129146576,3.200000264769187e-07
0.9460708498954773,0.1425325870513916,0.9692307710647583,0.13545118272304535,3.200000264769187e-07
0.9499229788780212,0.12538479268550873,0.9692307710647583,0.13543091714382172,3.200000264769187e-07
0.9491525292396545,0.1341629922389984,0.9692307710647583,0.1357923001050949,6.400000529538374e-08
0.9429892301559448,0.13921107351779938,0.9692307710647583,0.135783851146698,6.400000529538374e-08
0.9460708498954773,0.14283892512321472,0.9692307710647583,0.13553503155708313,6.400000529538374e-08
0.9506933689117432,0.13496214151382446,0.9661538600921631,0.13561299443244934,6.400000529538374e-08
0.9499229788780212,0.1450326293706894,0.9661538600921631,0.13544325530529022,6.400000529538374e-08
